Pais;Ecoregion;Km total;Species;size;distance
Argentina;Patagonian steppe;1302,56;Cyanoliseus patagonus;2;40
Argentina;Patagonian steppe;1302,56;Cyanoliseus patagonus;14;150
Argentina;Patagonian steppe;1302,56;Cyanoliseus patagonus;2;160
Argentina;Patagonian steppe;1302,56;Cyanoliseus patagonus;4;100
Argentina;Patagonian steppe;1302,56;Cyanoliseus patagonus;12;90
Argentina;Patagonian steppe;1302,56;Cyanoliseus patagonus;6;80
Argentina;Patagonian steppe;1302,56;Cyanoliseus patagonus;52;70
Argentina;Patagonian steppe;1302,56;Cyanoliseus patagonus;16;50
Argentina;Patagonian steppe;1302,56;Cyanoliseus patagonus;2;40
Argentina;Patagonian steppe;1302,56;Cyanoliseus patagonus;6;168
Argentina;Patagonian steppe;1302,56;Cyanoliseus patagonus;20;90
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;46;30
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;17;30
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;34;120
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;2;35
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;26;303
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;11;150
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;15;150
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;44;90
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;4;70
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;12;160
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;4;168
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;2;90
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;40;40
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;16;30
Argentina;Patagonian steppe;1302,56;Enicognathus ferrugineus;60;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;7;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;90;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;8;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;8;70
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;1;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;40;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;8;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;5;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;70
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;1;100
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;30;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;25;70
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;70
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;75;175
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;245
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;1;280
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;220
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;100
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;1;90
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;1;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;10;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;12;120
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;35
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;35
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;22;25
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;150
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;100
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;120
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;120
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;1;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;70
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;25;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;5;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;46;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;40;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;5;100
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;40;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;15;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;15;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;20;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;200
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;13;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;20;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;20;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;26;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;5;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;30;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;20;15
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;60;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;45;100
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;6;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;9;20
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;75
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;20;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;100
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;8;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;12;200
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;100;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;150;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;30;150
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;200;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;21;150
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;50;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;70;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;70;200
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;40;200
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;16;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;100
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;23;300
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;16;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;25;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;20
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;10;200
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;60;58
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;10;120
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;200
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;60;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;20;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;6;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;80;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;6;90
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;1;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;14;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;10;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;12;70
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;120
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;20;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;20;110
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;75
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;96;140
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;108;70
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;143;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;73;120
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;8;150
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;157;215
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;300;130
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;100;100
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;136;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;300
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;500
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;27;90
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;7;120
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;15
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;70;130
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;67;56
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;14;95
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;8;150
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;30;100
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;75;160
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;50;88
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;213
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;13;147
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;1;20
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;7;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;16;150
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;10;120
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;20
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;5;202
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;25;120
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;120;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;1;95
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;100
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;99
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;36;90
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;96
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;85
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;8;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;5;45
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;90
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;110
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;150
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;12;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;36;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;4;15
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;56;15
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;12;45
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;8;200
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;10;70
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;15;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;22;88
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;40;95
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;70
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;8;180
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;40;240
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;24;20
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;18;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;22;80
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;60;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;10;156
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;50;194
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;6;130
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;36;90
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;50;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;6;150
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;23;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;45;60
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;60;190
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;14;30
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;20;150
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;61
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;134
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;6;140
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;30;170
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;12;110
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;40;126
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;148
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;20
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;30;96
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;144
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;10;130
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;50;40
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;10;58
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;6;50
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;2;180
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;115;100
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;3;320
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;26;120
Argentina;Valdivian temperate forests;4661,64;Enicognathus ferrugineus;89;158
Argentina;Central Andean puna;78;Psittacara mitratus;15;900
Argentina;Central Andean puna;78;Psittacara mitratus;6;560
Argentina;Central Andean puna;78;Psittacara mitratus;4;4
Argentina;Central Andean puna;78;Psittacara mitratus;4;12
Argentina;Central Andean puna;78;Psittacara mitratus;20;40
Argentina;Central Andean puna;78;Psittacara mitratus;50;37
Argentina;Central Andean puna;78;Psittacara mitratus;50;297
Argentina;Central Andean puna;78;Psittacara mitratus;15;8
Argentina;Central Andean puna;78;Psittacara mitratus;6;80
Argentina;Central Andean puna;78;Psittacara mitratus;2;400
Argentina;Central Andean puna;78;Psittacara mitratus;18;0
Argentina;Central Andean puna;78;Psittacara mitratus;1;0
Argentina;Central Andean puna;78;Psittacara mitratus;32;0
Argentina;Central Andean puna;78;Psittacara mitratus;2;115
Argentina;Central Andean puna;78;Psittacara mitratus;1;40
Argentina;Central Andean puna;78;Psittacara mitratus;2;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;10;30
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;118
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;50
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;10
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;90
Argentina;Dry Chaco;910,7;Myiopsitta monachus;7;60
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;75
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;25
Argentina;Dry Chaco;910,7;Myiopsitta monachus;6;45
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;3;50
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;15
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;20
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;56
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;78
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;117
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;4;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;38
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;4;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;4;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;15;15
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;20
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;70
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;1;25
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;1;40
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;1;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;3;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;45
Argentina;Dry Chaco;910,7;Myiopsitta monachus;4;48
Argentina;Dry Chaco;910,7;Myiopsitta monachus;8;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;6;80
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;20
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;35
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;25
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;30
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;4;50
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;30
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;40
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;25
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;20;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;40
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;40
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;50
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;62
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;30
Argentina;Dry Chaco;910,7;Amazona aestiva;19;128
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;40
Argentina;Dry Chaco;910,7;Amazona aestiva;9;150
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;7;50
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;40
Argentina;Dry Chaco;910,7;Amazona aestiva;1;30
Argentina;Dry Chaco;910,7;Amazona aestiva;37;60
Argentina;Dry Chaco;910,7;Amazona aestiva;5;60
Argentina;Dry Chaco;910,7;Amazona aestiva;2;50
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;1;60
Argentina;Dry Chaco;910,7;Amazona aestiva;2;80
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;8;60
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;20
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;6;40
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;4;70
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;60
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;33
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;1;43
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;7;20
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;0
Argentina;Dry Chaco;910,7;Amazona aestiva;2;25
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;50
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;1;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;4;50
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;15
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;6;50
Argentina;Dry Chaco;910,7;Amazona aestiva;2;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;0
Argentina;Dry Chaco;910,7;Amazona aestiva;2;70
Argentina;Dry Chaco;910,7;Amazona aestiva;1;50
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;45
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;13
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;8;15
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;2
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;12;5
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;11;100
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;40
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;87
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;3
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;30
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;13;3
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;9;15
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;2;1
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;1;0
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;1;18
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;1;50
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;20;5
Argentina;Dry Chaco;910,7;Thectocercus acuticaudatus;1;20
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;63
Argentina;Dry Chaco;910,7;Myiopsitta monachus;10;60
Argentina;Dry Chaco;910,7;Myiopsitta monachus;5;50
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;60
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;0
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;40
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;50
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;10
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;15
Argentina;Dry Chaco;910,7;Myiopsitta monachus;3;20
Argentina;Dry Chaco;910,7;Myiopsitta monachus;1;20
Argentina;Dry Chaco;910,7;Myiopsitta monachus;2;0
